1.999680153277353 -5.682211038407735e-7 3.282552700066239e-6 2.465926116723433e-6 -1.5277312623016377e-6 0.9996339557862505 -3.4179121401623625e-7 1.388357282690727e-7 6.7743825109317635e-6 3.4293488575485676e-7 0.9996339538503204 -2.3705345660785603e-8 5.339639082908824e-6 -1.2707218071837317e-7 2.1440136960556494e-8 0.9996339738297888
1.9996801532773518 -3.3754597071504223e-7 3.1619082323093457e-6 2.477027537205736e-6 -1.527731262301664e-6 0.9990164012866497 -6.84722635275331e-7 2.634396284595617e-7 6.774382510931827e-6 6.887396973633921e-7 0.9990164008010878 -4.244308110986268e-8 5.339639082908949e-6 -2.5698418932492784e-7 4.330734828909832e-8 0.9990164149860766
1.9996801532773507 -1.2728027110361533e-7 3.060187184359722e-6 2.5185903114374904e-6 -1.5277312623016345e-6 0.9979883726094162 -1.0350853315958806e-6 3.8440991159914095e-7 6.774382510931766e-6 1.0318202716865185e-6 0.9979884016082861 -5.241852769263347e-8 5.339639082908973e-6 -3.7258028662423787e-7 6.679722754377355e-8 0.9979884088500537
1.9996801532773514 9.529941824920517e-8 2.977045923739584e-6 2.590004957208581e-6 -1.5277312623016266e-6 0.996555019177871 -1.3759913504126414e-6 4.806718074204981e-7 6.774382510931729e-6 1.391909281939927e-6 0.9965550411856693 -7.861120049635517e-8 5.3396390829088644e-6 -4.90412649089648e-7 6.115479105241052e-8 0.9965550583858318
1.9996801532773494 2.9035403698433157e-7 2.9053517042437963e-6 2.66937068731902e-6 -1.527731262301653e-6 0.9947091137541787 -1.7042661745244924e-6 5.755661398966638e-7 6.774382510931702e-6 1.7192826049413261e-6 0.9947091355313131 -6.876652863316059e-8 5.339639082908824e-6 -6.062000596519327e-7 1.302912362418154e-7 0.9947091568481679
1.9996801532773525 4.862374181167567e-7 2.855182022163658e-6 2.777801146834834e-6 -1.5277312623017e-6 0.9924579491641502 -2.0783510638339394e-6 7.151697899532741e-7 6.774382510931715e-6 2.043493706208622e-6 0.9924579630832394 -1.0083900823006317e-7 5.339639082908837e-6 -7.299348691480093e-7 1.535021439240854e-7 0.9924580248934146
1.9996801532773523 6.702253463094507e-7 2.8362704534114184e-6 2.9090624390835725e-6 -1.5277312623017054e-6 0.9898029897217808 -2.4237806469971546e-6 8.311382479533427e-7 6.774382510931807e-6 2.36774654347805e-6 0.9898030040003873 -9.896168269978947e-8 5.339639082908844e-6 -8.460383315074768e-7 1.7314594981301249e-7 0.989803088268806
1.9996801532773516 8.52111251174634e-7 2.828377194680255e-6 3.057808679000339e-6 -1.5277312623016758e-6 0.986746815218977 -2.7728810269432285e-6 9.412824361967885e-7 6.77438251093182e-6 2.671665646855585e-6 0.9867468315557468 -1.1899841179534701e-7 5.339639082908797e-6 -9.600558549827571e-7 2.0561236894585502e-7 0.9867469326002459
1.9996801532773538 1.0295111610638894e-6 2.8218028754567085e-6 3.22565465746299e-6 -1.5277312623017181e-6 0.9832924594861154 -3.101775062361658e-6 1.058689115988771e-6 6.7743825109318304e-6 2.9805523414884573e-6 0.9832924867904911 -1.3023105683406208e-7 5.3396390829087086e-6 -1.0769822346290193e-6 2.3432980021086583e-7 0.9832926252102666
1.9996801532773534 1.1993719919293762e-6 2.8343140158380894e-6 3.413550043955055e-6 -1.5277312623017423e-6 0.979443311510235 -3.426257864895763e-6 1.1720517645720343e-6 6.774382510931807e-6 3.280686902450031e-6 0.9794433414270478 -1.4212294335471062e-7 5.339639082908648e-6 -1.1964136276793826e-6 2.7310588671201197e-7 0.979443517463344
